,content,sentiment
7299,phone w. chantellie lt,1
7300,@mummyofmany jesus heals,1
7301,lt i gt waiting natie come online miss,0
7302,feeling pretty tired lonely,0
7303,@puppaz really suck feel bad least woke eight.,0
7304,happy mother day mom,1
7305,worst week thing really happen three,0
7306,nobody ever @mandagh make sad,1
7307,@nptnmkiii many rule expect people human pic. pfft. good morning. welcome another monday.,0
7308,awful hiccup today can t fall asleep,0
7309,@juniesgurl woohoo broom isnt standards....there seatbelt mine.... whisper like swiffer...,1
7310,@sheszladii lol girl video disturbed love hk theme cute,1
7311,chillin rent looking hilarious old photos. well funny,1
7312,hit sheets.,0
7313,missin bro..,0
7314,@ev trying really hard hate you.,0
7315,going graduation hubby to be feeling well instead job hunting online,0
7316,nooooooo sue retiring no,0
7317,@growwear unfortunately u look like funny people twitter move fb start own...flitter,0
7318,@karen morning hope u r well.. bed soon,1
7319,@k griffith good atmos. decided stay til closing funny,1
7320,hyped e. wish could go...,0
7321,@sln hahaha like o dougie thats harsh happy replied,1
7322,@custardcuppcake aussie...im hopin sydney less week got visa thursday whoot whoot,1
7323,sometimes long weekend need good conversation. thanks bro,1
7324,@hellenbach geek stepson live nanny love bgt can t stand it watch tv upstairs alone,0
7325,home work,1
7326,cry omg fed pain,0
7327,sitting work watching clock. moving fast enough.,0
7328,sick chilling tonight watching desperate housewife,0
7329,@kaelahbee aw kaelah feel bad you. sound serious please get better soon. admire still working hard stuff.,0
7330,@ohaigabriella hate it. english day everyday,0
7331,@andytaylorsonic yey holiday monday uk today ... chilled day,1
7332,@macmuso thank much glad like them,1
7333,sick tired rain,0
7334,@tonyarae @rachierach getting dizzy. going lower original raise. please think less me.,0
7335,[h]ouse start sunday sad can t afford sky,0
7336,@mdfogarty im sad work today cant win ticket,0
7337,picture pretty day http tr.im kwod fb,1
7338,@hosamkamel thanks follow man,1
7339,@jen nope quot done quot yet,1
7340,today will s first baseball game go bat,1
7341,family here hanging,1
7342,way burial,1
7343,@becckysmith aw no yeah must say good haha,1
7344,@mrahrensean lol ok ok little absurd... lol mini open toe heel make weather,1
7345,@burbankhays ohhh remember gave dad shoutout mcr msg show last year. sweet,1
7346,sink hospital toilet low crotch grey suit spattered water time physio,0
7347,wow weekend pretty fucking epic grr school tmrw,1
7348,hey chelsee amiera lt ufc gt,1
7349,hurray old friend beer lady friend,1
7350,left cali morning...in dallas now..missing car much,0
7351,@robbiebarnes sky. terrestrial analogue,0
7352,@prettygrl annie can t goin outta twn night. sorrrryyy,0
7353,anyone want really awesome buy one birthday http poprl.com vn,1
7354,miss jeep bum ride dreaded horrid walmart. boo.,0
7355,back school feel like gonna great day,1
7356,@coleryanxxx yes lol that s good one .remeber bottom always top .,1
7357,got subponea,1
7358,@tmills aaawww worry fresh start work growing,1
7359,@zo e aw. well im sorry like july reason,0
7360,day go on...i think im gonna write song it still thinking itï¿½s impossible get true friend why,0
7361,fudge.... b d whole paper.... tired.... ugh hate school..... time sleep,0
7362,ugh. foot feel like going fall off.,0
7363,got home another wonderful night,1
7364,@ederyn bad day. t t gyah. car baby client teething miserable forgot pack lunch get new car.,0
7365,@evanlyoko yay least get see next year sad too.,1
7366,im sad...there s sale sign front house,0
7367,@whoaaitskristi omg that s awesome. first time ever seeing day come out. demi taking day. haha,1
7368,morning twit friend welcome new follower,1
7369,listening maroon .... quot song jane quot one favourite album time,1
7370,lost favorite thing love always him story year key chain..,0
7371,think break heart. a emo sound ... meh.,0
7372,prodigiy crystal method tomorrow usc birthday party work first time miss crystal method. sad,0
7373,@foretdemichelle need physical presence energy already,1
7374,awww poor holly,0
7375,sooo tired cubicle,0
7376,@raczilla nice beta easports still news online madden,1
7377,@mrgranger trouble think helping wrists.,0
7378,hour im taking aerobics class min break,0
7379,god look stumpy... sharing toe tonight,0
7380,jonas awesome watched groovy movie frankie weird lol,1
7381,monday blue today me.,1
7382,woo hoo party here. gonna fun,1
7383,one s children..the child world....again say happy mommy day,1
7384,taping cox picking starbucks office bc nice,1
7385,stupid competition stuff keep getting way going get word today kill @heather writes,0
7386,happy mother s day,1
7387,@sambennington cool hi sam you,1
7388,@llittizzio good mood... see smiling,1
7389,@anachronous miss,0
7390,@naomier bad day actually cd keep spirit lifted,0
7391,madly love row..wishing money,0
7392,best weekend ever xxxxxxxxxxxxxxxxxxxxxx,1
7393,@oohlalisa oh yes quite nice photoshop liep zojuist vast. start painting rï¿½isï¿½ngs glove,1
7394,hav follower,0
7395,@elizapatricia never met person miss like hell. must charm...,0
7396,excellent suzaku back together woop last episode hope happy one sucker really lol shh,1
7397,home w bae amp myka.. meann,0
7398,@tinytim can t go weekend hour exam next week prevent got uni summerball next sat though good,0
7399,@hungrygirl that s bad movie s really pretty good. scared away even people costume.,1
7400,@bunnydrumming hi bunny recently subcribed channel youtube make great stuff. kinda wanted say hi,1
7401,support @jessicastrust trust honor mom support matternal health. happy mom day http bit.ly bpekk,1
7402,ayy fml. nothing perfect,0
7403,wishing could go town weekend,0
7404,heather awake,1
7405,@rehabc give gift voucher something like shopper stop something. that s good cash. unless immigrating is,1
7406,@moodleman somehow going figure come sydney one day,1
7407,good time must sleep lol. gym amp dance rehearsal like hour,1
7408,@giblahoj oh mother day france germany usa,0
7409,staying home work linoleum block carving project due tomorrow . probably pictures.,1
7410,haha watch funny as video youtube made day,1
7411,weirdest hive leg arms. heck allergic to itch bad dang it,0
7412,@kathtrinder @samscam what s that sun sign,0
7413,convinced always wanted you signal give off...damn think lost another friend,0
7414,@lopps ohh cute fishing peaceful daughter look focus,1
7415,@paigeebaby hahahah lols fun aye div experience love spongebob l,1
7416,back work beautiful sunny day,1
7417,wish chicago.,0
7418,@tanahuffman mmmm... macrina bakery.,1
7419,@stompthewalrus oh ok good ... jump joy m made day,1
7420,@mitchelmusso sad missed calling time got home practice late,0
7421,bored tear without boy dad s week,0
7422,hate sick especially there s one pamper,0
7423,finally home crazy party nite thanks @jacksterlope driving home,1
7424,@mpellegrini hurt you sunshine weekend get play. that s sad.,0
7425,@itslisali bad can t come enjoy urself tho.,0
7426,@sufigirl well that s way start day,0
7427,@xoshattered missed you. today greatest day ever. im burnt shit lmfao. nice tan. ride hr lt,1
7428,said actually said think gonna cry now. lt,0
7429,@mshady courgette,0
7430,@ultraviolet thing know star trek joke tina fey s twitter quot may th you quot,1
7431,@rupert grint dog thingy adorable golden retriever would awesome husky too. x,1
7432,thirty minute turned three hours. oops,0
7433,go uploading photo email would ten tenenen tenen.. done,0
7434,@hanaabanana know yopu got round watching it cried,0
7435,guess meant change,0
7436,gettin ready hit mall w my mom amp jayden thing w faith,1
7437,going post office try sort whole ebay hacker thing,0
7438,@michaelpietsch totally ignoring me sad heartbroken,0
7439,@mitchelmusso im sad cant go. make sad,0
7440,@lindsayrcg hehe almost hear right ear yet,1
7441,@ashlierayann ashlie thank you. made feel little better.,1
7442,beautiful day hangin guy graham josiah lol waiting others. wanna stop come food,1
7443,@chrisdjmoyles justice left dj talent voted n,0
7444,sux gabe told go afterparty id work can t go,0
7445,@pixelbase @steverumsby care eurovision yes jury based vote year eurovision,1
7446,@klzmst too.,0
7447,@welsh lottie one favourite pastime weekend long weekend monday ice show w g daughter,1
7448,@louiiseeeeee lmfao. omgosh first heard song you i felt like gonna pee myself omgosh waltzer man lol xoxo,1
7449,miss dog r.i.p.batman... yeah batman i really hope all dog go heaven true,0
7450,going watch two davids. yey,1
7451,@adamthestudent isp sorted gather cheer bday wish,1
7452,@tmg tried help,0
7453,waubonsie lost out. soo pissed,0
7454,@dannywood good morning dan bday plan getting exercise today love ya see nyc,1
7455,taking brother airport gym.,0
7456,getting ready leave school wednesday,1
7457,rip big cup... miss,0
7458,sunny feel really well today yippeee,1
7459,going another birthday party tonite,1
7460,@dougiemcfly hey cant wait u guy come jersey woop.... hope ur lookin ward coz r x,1
7461,@alliemunchkin youtube love hd video well maybe.,1
7462,@rozarin whaa really should. definitely optional though. liked them also crazy.,1
7463,@lunarlife he definitely fav host ever can t wait watch rest tomorrow,1
7464,home sick.. friday...studying im point.. weekend ruined,0
7465,@lisibo ooohhhhh sorry sad never noticed dollar sign oxteach,0
7466,@kingsrockandrol bit zoe co bed soon miss gorgeous weather today x,0
7467,@alyssa milano hey thought tweet say hi..i much write there space little box hehe damn,0
7468,@takaki i yeah poor yao hope u fun looking lakers jerseyz haha enjoy ur time buddy,1
7469,@spookygirl great project wish could done dd. old now.,1
7470,@smileitsbubbles yo name girllll,0
7471,night alone piano...and pro tool session... ill take anytime.,1
7472,@faizis wish kiau go cat heaven too. meet seuss,0
7473,dusted amp vacuumed apartment. think need another new vacuum...my entire apartment smoky. bought one kmart,0
7474,@lexiloohoo sorry today s nothing fucking heartbreak,0
7475,feeling today going boring work @ till,0
7476,happy mother s day fellow montreal blockhead mom join club...one day lol,1
7477,got home stacey s lovely wedding,1
7478,headache dumb.,0
7479,@bdmnon heard can t make it,0
7480,congrats graduate beautiful thing amp big deal jus wish cudve attended lil man ryan kdg graduation feel sad,0
7481,mrs. reilly,0
7482,goodnight twitterverse,1
7483,@emmieman ur moomie liked pandora buy one next lol,1
7484,@jaredque get go home.,0
7485,@amongststars awee,1
7486,lookin ward work mz.. n gna b like day weatherwise itl b even worse xo,0
7487,@aulia quot alternate mean acquisition quot sound sorta noble,1
7488,heading fair,0
7489,@mzjennx uhh congrats two year anniversary,1
7490,@arnteriksen exactly day are man. buried followfriday,0
7491,better idea need couple hour relax. bed time. sweet dream everyone love u,1
7492,frank ups last day today... sad see go best delivery guy ever hope new guy fucktard...,0
7493,ughhhhhhhh feel good,0
7494,@jhnnywyatt amazing tonight glad could share baby. sunshine,1
7495,received leeds k bib timing chip hip injury mean breaking k pb time around,1
7496,@mitchelmusso album getting uk release ill order pay huge amount get shipped uk,0
7497,let down mri today neurosurgeon order it which mean come back okc soon amp nothing new,0
7498,tonight bad night,0
7499,getting ready see cousin graduate. gonna miss em.,1
7500,going see sweeney todd stage best friend bday today i know going one sings along,1
7501,somebody get work tomorrow.,0
7502,woke up breakfast online every morning except holiday weekend haha. bath school,1
7503,feel like dream got crushed,0
7504,@lupin bebop that s lame sorry,0
7505,@aonir awww sad download copy you,0
7506,sad sad sad thought aunty stina coming looking forward family..i miss dat alone maui,0
7507,@duherica thanks,1
7508,@theexplodingboi white wine reminds vinegar,1
7509,save pix today show please credit thanks,0
7510,@peacepeaceout totally go amazing. reason bought tix. songs. blood bank .,1
7511,@sunnyphoenix like no n tha dj comp hella wack... gud dj got free gud,1
7512,http twitpic.com h yd drive within foot green. nd time playing hole count though bcit golf,0
7513,csi ny come back au sex lie silicone se evryone east coast tune tonight pleaseee,1
7514,working allll day long.,0
7515,wish sun would shine.,0
7516,@akarra quot picky quot precise might find interesting talk,1
7517,dh finished making giant trio candy bar. thank heavens. work mate treat tomorrow,1
7518,@gi ri ja suck it,0
7519,lovesick am give call go bowling complain love,0
7520,@kyleandjackieo body tom novy voodoo child rogue traders. . good memory song,1
7521,@boomkatt yes yes am networking whore fullest.......and girl rih next,1
7522,@bfly,0
7523,@dorkus well gonna fit big long advertisement,0
7524,official twilight saga ended... sigh ...my life empty,0
7525,@mizzlianne that s sweet ..,1
7526,long day work. stood home. sleeping another long day work tomorrow amp happy mother day mother,1
7527,aw one fishies died,0
7528,tummy hurt go away cramp hate chuu,0
7529,rather beatweetup. instead taking cue @vromans shutting down. @wirechairs @annacarollo reprezent zent,0
7530,@ktml nice work buying coda dude great app unfortunately bought full usd jealous,1
7531,@xbellamariex hello bella r going delete account..,0
7532,@diamondblue hehehe tryna find another condom better get u box cuz ima take u thru em,1
7533,@remirockit sound like town,1
7534,back leg kill yesterday big old leak kitchen look like staying pjs day infront tv,0
7535,@fall in love aww too miss you.,0
7536,happy mother s day god mother s step mother s too....,1
7537,@sai shediddy lol gotta share,1
7538,happy mother s daaay,1
7539,@jonathanrknight btw still can t believe awesome newjabbakidz performance was...u masks..i screamed pc,1
7540,looking sister facebook miss yani,0
7541,mint choc ice cream whilst studying.....now thats good,1
7542,need see @betsycon...now someone buy plane ticket please,1
7543,watching ace cake lost edition omfgggg,1
7544,@applecharlotte unfair wanna go too.,0
7545,@cybersleeper awww man suck big time look way give something look forward too nice long ride,1
7546,@rachelamac aww poor thing hope go well,0
7547,little upset cause stephanie bring brownie today.,0
7548,woke late amp trying get sh t done work,0
7549,@yan ming @affascinare gg summer sch though.. attachment... yan go see blog. check msn ask kinny,0
7550,botanical garden beautiful forgot extra memory card picture today,0
7551,editing video van. little hungry depressed see yet.,0
7552,@ferretwho defeated polo,0
7553,ooo love bank holiday x,1
7554,man thing would chng vega british boy wayyyy hot,1
7555,finally got call marriage counseling day late....,0
7556,monday morning bathing soooo relaxing lady luxury would start every day like,1
7557,awesome lucky,1
7558,pissing letting follow ericka,0
7559,watching twilight lt watching audio commentary sooo funny,1
7560,prism new webtop.. mozilla lab rock world...,1
7561,@mr kimbalicious milk have drink think thats whats making feel sick,0
7562,im gonna fail test miserably history,0
7563,raining,1
7564,@johneast missed one year . forbidden fruit. tree garden munch disappointment one.,0
7565,@pranajama never prague money first city visit,1
7566,@fonejacker haha know work blip apart obvious thanks reblipping song nice day xxx,1
7567,social fun. swam water boxer,1
7568,wondering come mcdonalds take long deliver food.,0
7569,leave mr @sweetbullshit cuz go work really want to.,0
7570,@lostintheforest thanks remember sae make stuff,1
7571,@russiandiva tat look beautiful heck mama business woman. dana,1
7572,ugh still sick. calgary cold lasted forever.,0
7573,dont get use twitterr,0
7574,hey @robluketic quot keep clear quot robluketic live gt http ustre.am wv,1
7575,tired.....but can t go bed yet.....,0
7576,heard single waiting month hear....and...im disappointed.,0
7577,got exam centre n said can t let u becuz sleeveless top u cud believe that go home,0
7578,@samanthuh miss too yes usually free pag dinner. rarely day. basta text text,1
7579,watching snl. awhh chris pine cutieee,1
7580,saw xmen origin sat far best xmen movie amazing,1
7581,called. blown yet again.,0
7582,watching miley cyrus youtube,1
7583,wonder thomasvanvliet is. maybe help me inherited can t withdraw,1
7584,@angelicaaa workies dad aw suck working saturday morning. study exam,0
7585,@suzbooze wanna go freaking broke fun,0
7586,watched sex amp city season amp drank little wine w date...just ended w goodnight kiss. could get used night night,1
7587,hate sound silence..doesnt like shut out..,0
7588,also excited blazin squad revival im rooting em new song http tinyurl.com dztms,1
7589,fun time allegra tonite saw again good movie,1
7590,@asiarain @ expensive worker welfare shit,0
7591,@niuts weekend also great... two friend julia four days...,1
7592,ughhh studying final wish could go prom,0
7593,bleah tad tipsy many cup cakes. maddies birthday tomorrow family party,1
7594,headache headache go away. come another day....,0
7595,friend san pablo right now... drinking laughing swimming... iim here.... huhuhu,0
7596,@flygirls quot mom set bar high need learn fly reach it quot that s awesome sentiment read mother s day.,1
7597,morning sunshiines,1
7598,also hit chin something fell hurt ugh... work gonna suck,0
7599,@alice lucky girl work day tomorrow maybe even monday,0
7600,bad friend,0
7601,@matty congratulation wish could see happen.,1
7602,http wave.google.com lt google ... wish spend bit time adding bit chrome though,0
7603,going work amazing charity event big brother big sisters. mind working good cause,1
7604,today sore surgery day. glad took extra sick day. full recovery expected weeks. calling lawn service firm today,0
7605,ok star trek fan given new movie good review getting excited,1
7606,@mitchelmusso hey mitchel live again get chance call,0
7607,wish london personally witness nun run great idea opening sister act s new broadway show,0
7608,@bonescrazy week too...but biology exam revise bone time limited,0
7609,follower random spammer,0
7610,@nellagrl really good night... missing little girl...,0
7611,@hstreet always good see even cyberspace,1
7612,new golf vi tsi hp fast,1
7613,@sneadles great picture ton money day.,1
7614,lost work....nt happy right sloanster,0
7615,@bunnyrenee thank,1
7616,@anjeebaby snap. reality show. watch first hooked sad,0
7617,um arent episode lost season abc good thing im going vega keep distracted tragedy.,0
7618,@nickwall im bannished... work till,0
7619,omj rd episode jonas great funny. wish pizza girll. lol lt,1
7620,@taylorswift omg taylor london near scotland please come visit glasgow,1
7621,@celestialbeard http ten.com.au good news week.htm lt it. definitely nothing christian,0
7622,@tipthemilkman awww problem sorry tha loss,0
7623,@arielsatriani do haha. wash foot go bed momma boy,1
7624,soo happy thank baby best day life,1
7625,gotta love nasty weatherrrrr. @kileyymariee jealous ur knotts,1
7626,@lulurocks messed up. hope day get better.,0
7627,finnished double cheeseburger. good ready watch spanish f,1
7628,@sharkattack wish quot i like quot option like fb thing like,0
7629,@elysion make friends.. real life internet.. ever level people comfortable with..,1
7630,shoe me.,0
7631,sleeping rest day busy. however got spend last favorite babysittee the kid great .,1
7632,sooo long twitter cuba,0
7633,fun daisy s mexican fiesta .,1
7634,happy mother s day,1
7635,watching ryann gonna grand day,1
7636,downloaded twitterberry. life even convenient.,1
7637,yay able make update tonight lame compared ppls know lol,1
7638,@cuterain following follower ...not nice,0
7639,horrible thought... go back work monday good thought... work minute life good.,1
7640,@mobarzharlem walking street harlem. home sweet home,1
7641,margarita momo. missed her.,1
7642,@kimitwi btw report gt ] omg lunch today move hc tree cause heat quot day suck,0
7643,took daughter school. still tired still voice. know people happy lol. time get ready work,1
7644,@sanazypoo omg hahaha thought joking twittering that hahaha awesome good time,1
7645,@officialtila idea good dinner happy munchin,1
7646,@kattekrab tango icon revision.,0
7647,@concisekilgore morning t love breakfast stuck shop right getting maintenance done ride,1
7648,@skykemea gone. going home. make sad leave mall.,0
7649,@juliannebritton ohhh really want see coraline seems really good,1
7650,went got pedicure manicure daii den sunbathed daii best day eva oh yeh ....did teeny bit study,1
7651,@mileycyrus workin ur crazy sched. tiring..its gotta hard famous jus kno u bazillionz fan supprtin u,0
7652,met mother best show ever,1
7653,oo. studied today outside ben jerry s.. wearing sundress hopefully get awkward tan line.. haha,1
7654,gorgeous day going work allll day gotta keep telling nyc,0
7655,@commonsense thanks appreciate know unsubscribe list grow tomorrow lol,1
7656,wondering big rumored new large screen kindle http is.gd wyfi and start seeing k textbook,1
7657,fuuudge. movie store closed,0
7658,guinea pig died today,0
7659,@lakers stu lantz awesome miss chick hearn tho,0
7660,enjoying staying house today,1
7661,hummmmm..... ohh miss much really hope nice friend like u ],0
7662,lived band s first performance pretty damn fun.,1
7663,gonna life good exit hallway stuck world...,0
7664,ugly betty sooooooo sad,0
7665,got home another amazing night,1
7666,awe. going meijer. walmart. walmarts better.,0
7667,@butterflydi back later today got plenty gold willing help out need anything,1
7668,urghh gonna project wanna waste valuable weekend time,0
7669,dont like funeral,0
7670,word call mom lot yall.. happy mother day love all,1
7671,senior done day woohoo going night.,1
7672,chloe drinking away sorrow dreambears got,0
7673,@mariahcarey happy mother s day ms. pat carey,1
7674,@peacelovekelly eat happy,1
7675,ooh@lulu bell whatchu goin a monsterpalooza s weekend us. ink stressed contestant year miss u x,0
7676,@archiedineros yup stayed end exciting,1
7677,someone admitted crush me.. that s cool,1
7678,@kmaco probably bed...depends aide today.,0
7679,nice day...and working,1
7680,@myke yooo myyyyye bust sick tooo... shoot me. long night tonight.,0
7681,kerry threw ball anand bounced head landed lunch exploded everywhere.,0
7682,ok shopping far fun unpacking bag,0
7683,wish school...but sadly still like another month left.,0
7684,@xograceox hahaha im listening shes lady haha ily ftsk xx,1
7685,yay go taylor swift come australia again,1
7686,@lanceseabourn know sub sooooo good,1
7687,@sexxieluv dang....just far away i darn dream,0
7688,michael scofiled noooooo hate writer director n production,0
7689,@benjamin cook make sad. like canada never watch things. move. know anyone need roommate,0
7690,@inlovewitharmy hehehe. i m nice,1
7691,@samm xx awww suck,0
7692,drinking cordial yes im bored,0
7693,cannot sleep super duper duper excited pour la paris. love city.,1
7694,back know misunderstood. see thru ur eye u love. mama love,0
7695,@mycaricature pleasure sorry hear pollen thing,0
7696,miss boo another note im soready game come tonight...fox grill anyone,0
7697,@joinrick cool big user dm though,0
7698,@pamela edward heh heh. odd amusing. thanks,1
7699,@spanglegluppet laugh glad self confidence wonderful trait applaud extra loud it okay,1
7700,finding song idea cover actually indeed .... thinking awesome make day.,0
7701,@dougiemcfly great show doug fun. im sorry wont watch,0
7702,sitting computer eating grape hailing outside o miss summer.,0
7703,feeling sick .... oh well reckon people bus cursed me.... anyways nighty night all,0
7704,teeeeeeeeeeeeeth hurt lot. mall funnn today made dolla . better nothing right hehe.,0
7705,tgif rainy blah outside need sun trying figure tonight want go prov hookah bar.,1
7706,@gamerbabe feeling little sleepy now. reading gunter grass... wonderful tiny print. eye done,1
7707,@jayceiinc im disgusted well baron spelling lesson homie haha quot effort quot quot team quot r u shwasty shloshed love,0
7708,oh @andremichelle s birthday happy birthday andre michelle,1
7709,enjoyed new star trek movie last night. want see again ready work... sunday blah,1
7710,went really well vid didnt work. im sad,0
7711,traffic jam rubbish. anyone know what s going a cowbridge cardiff stuck direction,0
7712,everyone left gone bed,0
7713,@david henrie http twitpic.com jbsq look good want one,1
7714,good morning ready start week.,1
7715,bored everyone social life except me babysitting brother tonight til dunno ill allowed,0
7716,tried swat fly buddhist magazine... bad karma,0
7717,got clean bathroom today.,0
7718,@sharneselanier thanks hon great yourself happy mother day,1
7719,watching quot la rosa de guadalupe quot damm episode true people make fun people virgin,0
7720,everyone get buckonellen one topic thing,1
7721,oh northern downpour radio mean cd anything. normal radio station woohoo.,1
7722,@debbiefletcher happy mother day hope tom got something special enjoy day xo,1
7723,huhuhu still working get new client motion graphic,1
7724,@lovelauriexox son play pitcher catcher. beautiful weather past weekend baseball exhausted,1
7725,got attic w sadie art work included good time broke head phone bad time still happy buy attic,0
7726,packing trip ascari track thank bacardi,1
7727,ï¿½ vancity holy shizz. home soon kid,1
7728,way home aloha good night everyone,1
7729,@stevechaiguy steve chai sound awesome. wish one now stuck with idon tknowwhatdamnbrandcoffeethisis,0
7730,@escapethestars ok. reached tweet dreamland good sleep talk later.,1
7731,go work @andrajoi @treykinkade,0
7732,http twitpic.com jhl picked watch yey,1
7733,@mycaribbeanfood enjoy congrats thanks recipe tomorrow morning.,1
7734,@rumpelwald ne mus noch woche warten,0
7735,@aroundtheus cheer,0
7736,@abbyhangsi thanks gail imma try one day look yummy geezzz. siargao trip nlng pla. heheh.,1
7737,@schatje ty. long tiring day filled expensive plumber work needed calgon. hope amp @madberry awesome weekend,0
7738,missed jonaswebcast,0
7739,sitting home bored.......,0
7740,looking forward ben s baseball game tonight,1
7741,@dan been child miss you msned day,0
7742,day day shred day special k challenge... feel fantastic.,1
7743,go acting school yayay,1
7744,close entering pogue s book today quot world according twitter quot yet seem far.,0
7745,@jinxcat failing cooking lately makin sad. duno cook less army. need practice flour tortillas.,0
7746,im still devastated manchester united losing ucl final,0
7747,@charliecurve wait cool sliding door that s oxymoron.,1
7748,@scenexxqueen haha. welcome world. fail together.,1
7749,boring. sunny monday. school. tired. lazy. hungry. yeah great mood,0
7750,@pageoneresults seo voodoo google cache. noarchive hide users.,0
7751,@sweetwifey new cd lovely.,1
7752,foreverr almost happy mother s dayy. yay. ],1
7753,really really ready,1
7754,thanks @rawrvee fr. yr congratulatory gweetin,1
7755,need motivation life oh love would nice,0
7756,sick suck im me ohbabayy,0
7757,may new fav number,1
7758,gooood morning,1
7759,cable signal messed up missing ghostwhisperer news hurt toe cold like hot weather,0
7760,successfully defeated swine flue power positive thinking swineflu hn swine flu,1
7761,wanna go work,0
7762,great study time followed delicious japanese meal arty now trying get back study mood,1
7763,lonely,0
7764,@jjkraal thanks fotoreportage coming soon,1
7765,feel good,0
7766,@sassisam agh mine left new york last month,0
7767,@sidrajalil even asking others enjoying sadness missing like me.,0
7768,ehh need break. gonna pg essay m work . going bed now. gym morning nightttt,1
7769,cheese toast ham get ready go london,1
7770,@cosmicgirlie good luck exciting,1
7771,day long text conversation me.,1
7772,gah jittery upset absolutely reason...,0
7773,msn none on @,0
7774,finally finished exam amp home watch otalia amp pbp bpd otalia today hmm via http twib.es cop,0
7775,ahhhh pic,0
7776,girsl night way foam party sleep tonight,1
7777,feel sorry bestie good luck ali,0
7778,good afternoon,1
7779,ready day full presence expecting best,1
7780,can t sleep epp someone awake scared crap outta me,0
7781,wondering friend went...,1
7782,great talk tony afternoon... going give another go,1
7783,@eliteaffairs funny .,1
7784,time chat sorry girl miss y all new lawnmower... yeah today s highlight. tomorrow is...,0
7785,awake can t get back sleep,0
7786,http twitpic.com b miss bestfriend left school,0
7787,@ san antonio mission game waitressing. huge crowd. meaning slow game.,0
7788,@soldierbeetle welcome hun amazing people make sure say hello them,1
7789,@perezhilton hey perez good luck well still planning big present given mom love mom,0
7790,lovliest night last night ruined doctor inability warn side effects. back tests.,1
7791,hmm..osaka. last show today.very sad . decode ur msg haha cant wait till u get sydney d missed ticket tho o xx,1
7792,cry real tear,0
7793,@karamat could ever actually allowed stay,0
7794,love john mayer s updates. modeling hot sun... sweaty... jk. seriously...,1
7795,like sick guidance counsellor supposed take kid school bowling amp pizza,0
7796,beginning get way hard please friend,0
7797,bloody exam next week,0
7798,omg hollyoaks well dramatic,1
7799,@kiieeeee yaaay u cleaning ur room. said hi u day amp u didnt write back,1
7800,@mwahihi yes. nag twitter. haha thanks. lm.,1
7801,@tom howarth hehehehe keep silent,1
7802,@rawrgoesaimee ah bibisita ka kina gq bukas sasama ka sa rusher eb able visit jumpstart tom coz something,0
7803,@teifion thanks glad liked it. flower made diamond,1
7804,@digitalpainted oh mann da ist super lustig du armer... mac age month battery charging no. garantiefall...,0
7805,alexxx im gona miss today. im sad noooooooo,0
7806,@azamann hah eeee although understandable.. need new picture thing.. sweaty,0
7807,awesome milkshake areo mint . blended up like lumpy smoothie chattering ...,1
7808,hate moving,0
7809,well fuck new pain med odd warning actually applies me. can t take this. chan displeased.,0
7810,@rush start true franchise online mode. dynasty huge madden online league much,1
7811,wowowee willie fortune making depressed damn love.,0
7812,one day left school th approaching,1
7813,@vancityallie shall win,1
7814,feel sick stomach idkk whyy,0
7815,cleaned four bathroom afternoon.... yes go ahead feel sorry me...lol ....mine still waiting attention,0
7816,@vincew @stefanyngo fell asleep beach put enough sunscreen lol,0
7817,[ o] wish birthday massacre would come australia think said thinking tho.. http tinyurl.com plfch,1
7818,dam vote gonna win anything,0
7819,@robpattznews die gosh.... die til movie award,0
7820,@proudkiwi thanks message worked see reply,1
7821,definitely missed listening spill canvas miss seeing live well quot now stitch ooooover oooover you oh quot,0
7822,@megfitzgerald heart hurt too.,0
7823,well,0
7824,dollhouse saved coming back another season bad scrub,1
7825,going go bed amp failed miserably booking holiday although seem new follower. high five. x,0
7826,farm enjoying cary ann loving company,1
7827,computer work working...booo... need new one tgif,0
7828,@orion girl ooc sorry keep missing other...,0
7829,@julieabel weirton julie way north tippy top lol think southern wv folk like u much.,1
7830,liking window release candidate far... also liking new video card terabyte harddisk,1
7831,may fourth you happy star war day,1
7832,@cassetetapes shareeee.,1
7833,happy star war day may fourth you,1
7834,looking daughter baby picture make heart hurt,0
7835,@roar fear me samee.. sucks..,0
7836,@joaniemaloney yep suck thought somewhere said was..,0
7837,im glad make sumone smile,1
7838,@jodiontheweb hilarious hope saw crosby douche shirt picked wore bc it.,1
7839,@suprnaturlshana look much better short hair,0
7840,@smiley u lot bad thing r gonna final next week,0
7841,willie pouting grandma put treat food http apps.facebook.com dogbook profile view,0
7842,okay new jonas episode awesome,1
7843,would love say tgif working am tomorrow,0
7844,smell like beach job..,0
7845,@eraticschematic pretty bored,0
7846,@djcmc carls jr sound hella good bring http myloc.me go,1
7847,@quinztar oh no mean able get pwned shottie weekend,0
7848,want work tomorrow,0
7849,@aprilllllx hey girlie,1
7850,@lilivonshtupp rather go matinee work still debating whether go co going alone fun haha,0
7851,hey guy went jenny s house today much fun everyone else u guy doo,1
7852,fuck elora danan breaking im missing last nsw show def need hit melbs someone come,0
7853,@rodsmack k much appreciated yeah sure challenge great reward. trade anything.,1
7854,wearing quot purple passion quot opi absolutely love it,1
7855,bronchitis prescriptions. fun all. miss two day row work.,0
7856,nothing really going well ...however currently there nothing else look forward may aswel make best,0
